Brand,Product Name,Price,Rating,Reviews,Image URL,Product Link
Wiki,Men Casual Back Pack,"₹1,999",,,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286116_purple?
Wiki,Men Casual Back Pack,"₹2,999",,,,https://www.ajio.com/wiki-men-casual-back-pack/p/701286094_black?
Deuter,Men Logo Print Travel Backpack,"₹3,999",,,,https://www.ajio.com/deuter-men-logo-print-travel-backpack/p/701362979_black?
Wiki,Men Typographic Print Backpack with Adjustable Strap,"₹1,156",,,,https://www.ajio.com/wiki-men-typographic-print-backpack-with-adjustable-strap/p/701364298_grey?
EUME,Men Self-design Laptop Backpack,"₹5,499",,,,https://www.ajio.com/eume-men-self-design-laptop-backpack/p/701408352_green?
HIDESIGN,Leather Back Pack,"₹16,145",,,,https://www.ajio.com/hidesign-leather-back-pack/p/702388041_brown?
Urban Jungle,Men Wayfarer Water-Resistant Backpack,"₹4,502",,,,https://www.ajio.com/urban-jungle-men-wayfarer-water-resistant-backpack/p/4946057870_multi?
ARMANI EXCHANGE,"13"" All Over Embossed Logo Backpack","₹18,999",4.8,19,,https://www.ajio.com/armani-exchange-13-all-over-embossed-logo-backpack/p/410394389_00020?
Strap It,Solid Back Pack,"₹3,500",4.5,2,,https://www.ajio.com/strap-it-solid-back-pack/p/464147264_blue?
ZIPLINE,Solid Everyday Backpack,₹833,3.4,56,,https://www.ajio.com/zipline-solid-everyday-backpack/p/463936403_black?
SPYKAR,Adjustable Straps Everyday Backpack,"₹2,500",4.4,11,,https://www.ajio.com/spykar-adjustable-straps-everyday-backpack/p/465364191_black?
AMERICAN TOURISTER,Men Herd 3.0 Backpack,"₹2,160",,,,https://www.ajio.com/american-tourister-men-herd-3-0-backpack/p/442171751_yellow?
SPYKAR,Camouflage Print Back Pack,"₹1,575",2.7,9,,https://www.ajio.com/spykar-camouflage-print-back-pack/p/465564973_multi?
Carriall,Laptop Backpack with Adjustable Strap,"₹4,499",,,,https://www.ajio.com/carriall-laptop-backpack-with-adjustable-strap/p/465847765_green?
Carriall,16'' Laptop Backpack with Bottle Holder,"₹1,799",,,,https://www.ajio.com/carriall-16--laptop-backpack-with-bottle-holder/p/466258114_navy?
Strap It,Dual Strap Laptop Backpack,"₹3,250",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230811/nBAB/64d5bf16a9b42d15c9a3bc88/strap_it_black_dual_strap_laptop_backpack.jpg,https://www.ajio.com/strap-it-dual-strap-laptop-backpack/p/466216137_black?
Murano,Textured Water-Resistant Casual Backpack,"₹3,379",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/h4d/h39/11731319488542/murano_grey_textured_water-resistant_casual_backpack.jpg,https://www.ajio.com/murano-textured-water-resistant-casual-backpack/p/4914577750_multi?
Skybags,Unisex Basecamp 17 Inch Compatible Laptop Backpack With Rain Cover - 40L,"₹2,500",,,,https://www.ajio.com/skybags-unisex-basecamp-17-inch-compatible-laptop-backpack-with-rain-cover--40l/p/4947748880_multi?
Skybags,Unisex Basecamp 17 Inch Compatible Laptop Backpack With Rain Cover - 40L,"₹2,500",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260608/1nWq/6a2699b214d0c217192cf3cf/skybags_teal_unisex_basecamp_17_inch_compatible_laptop_backpack_with_rain_cover_-_40l.jpg,https://www.ajio.com/skybags-unisex-basecamp-17-inch-compatible-laptop-backpack-with-rain-cover--40l/p/4947748870_multi?
LIONBONE,Back Pack with Adjustable Strap,₹764,,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240612/MTU1/666a95876f60443f310b4bcc/lionbone_black_back_pack_with_adjustable_strap.jpg,https://www.ajio.com/lionbone-back-pack-with-adjustable-strap/p/462454775_black?
Carriall,Laptop Backpack with Adjustable Straps,"₹1,499",,,,https://www.ajio.com/carriall-laptop-backpack-with-adjustable-straps/p/465853900_yellow?
Carriall,Textured Laptop Backpack,"₹3,689",,,,https://www.ajio.com/carriall-textured-laptop-backpack/p/465877553_grey?
Carriall,Laptop Backpack with Adjustable Straps,"₹1,586",,,,https://www.ajio.com/carriall-laptop-backpack-with-adjustable-straps/p/465853981_red?
Carriall,Camouflage Print Back Pack,"₹3,607",,,,https://www.ajio.com/carriall-camouflage-print-back-pack/p/465846112_multi?
Carriall,Striped Laptop Backpack with Adjustable Straps,"₹1,586",,,,https://www.ajio.com/carriall-striped-laptop-backpack-with-adjustable-straps/p/465853607_black?
HIDESIGN,Typographic Print Crossbody Bag,"₹4,303",,,,https://www.ajio.com/hidesign-typographic-print-crossbody-bag/p/465063949_blue?
Lunar's,Colourblock Backpack with Adjustable Straps,₹849,3.3,11,,https://www.ajio.com/lunar-s-colourblock-backpack-with-adjustable-straps/p/469183461_red?
The Clownfish,Zip Front Back Pack,"₹3,314",4,3,,https://www.ajio.com/the-clownfish-zip-front-back-pack/p/465337711_blue?
The Clownfish,Zip Front Back Pack,"₹2,549",3.9,18,,https://www.ajio.com/the-clownfish-zip-front-back-pack/p/465337983_grey?
HIDESIGN,Textured Crossbody Back Pack,"₹9,115",1.4,5,,https://www.ajio.com/hidesign-textured-crossbody-back-pack-/p/465054726_black?
Carriall,Colourblock Laptop Back Pack with Zip Closure,"₹4,499",,,,https://www.ajio.com/carriall-colourblock-laptop-back-pack-with-zip-closure/p/465844681_blue?
POLICE,Mozes 15'' Laptop Backpack with Adjustable Straps,"₹2,475",,,,https://www.ajio.com/police-mozes-15--laptop-backpack-with-adjustable-straps/p/466016113_navy?
EUME,Printed Padded Laptop Back Pack,"₹5,999",,,,https://www.ajio.com/eume-printed-padded-laptop-back-pack/p/465688064_grey?
Carriall,Colourblock Laptop Backpack,"₹3,806",,,,https://www.ajio.com/carriall-colourblock-laptop-backpack/p/465877551_multi?
ZIPLINE,Solid Everyday Backpack,₹833,3.5,20,,https://www.ajio.com/zipline-solid-everyday-backpack/p/463937282_black?
HIDESIGN,Textured Genuine Leather Crossbody Bag,"₹7,995",4,2,,https://www.ajio.com/hidesign-textured-genuine-leather-crossbody-bag/p/465061060_black?
The Clownfish,Laptop Backpack with Adjustable Straps,"₹4,999",3.5,16,,https://www.ajio.com/the-clownfish-laptop-backpack-with-adjustable-straps/p/465571664_blue?
Lunar's,Neo Laptop Travel Bag,"₹1,199",4,13,,https://www.ajio.com/lunar-s-neo-laptop-travel-bag/p/469183486_black?
HIDESIGN,Logo Embossed Backpack with Adjustable Straps,"₹14,245",,,,https://www.ajio.com/hidesign-logo-embossed-backpack-with-adjustable-straps/p/466641439_brown?
ANKIT INTERNATIONAL,Graphic Print Everyday Backpack,"₹1,553",,,,https://www.ajio.com/ankit-international-graphic-print-everyday-backpack-/p/466622676_green?
ANKIT INTERNATIONAL,"18"" Typographic Print Backpack with Adjustable Straps","₹1,535",,,,https://www.ajio.com/ankit-international-18-typographic-print-backpack-with-adjustable-straps/p/466628187_navy?
Art N Vintage,Women Backpack with Adjustable Straps,"₹16,649",,,,https://www.ajio.com/art-n-vintage-women-backpack-with-adjustable-straps/p/466668788_black?
BAD HABIT,Colorblock Backpack with Adjustable Straps,"₹2,659",,,,https://www.ajio.com/bad-habit-colorblock-backpack-with-adjustable-straps/p/460143416_grey?
French Accent,Men Flap-Over Backpack with Multiple Compartments,"₹3,699",,,,https://www.ajio.com/french-accent-men-flap-over-backpack-with-multiple-compartments/p/466708517_brown?
BAD HABIT,Denim Backpack with Adjustable Shoulder Straps,"₹2,374",,,,https://www.ajio.com/bad-habit-denim-backpack-with-adjustable-shoulder-straps/p/460143428_blue?
BAD HABIT,Heathered Everyday Backpack,"₹2,659",,,,https://www.ajio.com/bad-habit-heathered-everyday-backpack/p/460143421_grey?
Chris & Kate,"Geometric Print 15"" Laptop Backpack",₹999,3.2,17,,https://www.ajio.com/chris--kate-geometric-print-15-laptop-backpack-/p/460354883_navyblue?
Fly Fashion,Textured Laptop Backpack,₹850,2.7,9,,https://www.ajio.com/fly-fashion-textured-laptop-backpack/p/462507653_black?
BAD HABIT,Textured Backpack with Adjustable Shoulder Straps,"₹3,324",,,,https://www.ajio.com/bad-habit-textured-backpack-with-adjustable-shoulder-straps/p/461067746_black?
TEAKWOOD LEATHERS,Textured Back Pack with Adjustable Strap,"₹5,010",3.4,5,,https://www.ajio.com/teakwood-leathers-textured-back-pack-with-adjustable-strap/p/461855543_brown?
POLICE,Lopiro 15'' Laptop Backpack with Adjustable Straps,"₹1,113",2.5,4,,https://www.ajio.com/police-lopiro-15--laptop-backpack-with-adjustable-straps/p/466016109_black?
POLICE,Bretha 15'' Laptop Backpack with Adjustable Straps,"₹1,485",,,,https://www.ajio.com/police-bretha-15--laptop-backpack-with-adjustable-straps/p/466016121_black?
Carriall,Colourblock Laptop Backpack with Adjustable Straps,"₹4,292",,,,https://www.ajio.com/carriall-colourblock-laptop-backpack-with-adjustable-straps/p/465854024_olive?
AQUATAN,Laptop Back Pack with Zip Closure,₹899,,,,https://www.ajio.com/aquatan-laptop-back-pack-with-zip-closure/p/466133105_blue?
Strap It,Dual Strap Laptop Backpack,"₹3,250",,,,https://www.ajio.com/strap-it-dual-strap-laptop-backpack/p/466216135_green?
MADBRAG,Colourblock Back Pack with Adjustable Straps,"₹1,404",,,,https://www.ajio.com/madbrag-colourblock-back-pack-with-adjustable-straps/p/465634718_multi?
POLICE,Margret Pro 15'' Laptop Backpack with Adjustable Straps,"₹1,485",3.7,3,,https://www.ajio.com/police-margret-pro-15--laptop-backpack-with-adjustable-straps/p/466016115_grey?
Carriall,Laptop Backpack with Adjustable Strap,"₹3,689",,,,https://www.ajio.com/carriall-laptop-backpack-with-adjustable-strap/p/465847788_grey?
Urban Tribe,Graphic Print Travel Backpack with Adjustable Straps,"₹1,589",2,4,,https://www.ajio.com/urban-tribe-graphic-print-travel-backpack-with-adjustable-straps-/p/465608022_black?
Puma,Elite All-Over Print Backpack,"₹2,999",3.8,8,,https://www.ajio.com/puma-elite-all-over-print-backpack/p/469767597_black?
Strap It,Solid Back Pack,"₹3,500",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230811/IazM/64d5bf3beebac147fcbf5b9d/strap_it_black_solid_back_pack.jpg,https://www.ajio.com/strap-it-solid-back-pack/p/464147283_black?
Strap It,Solid Back Pack,"₹3,500",4.6,8,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230811/yZEP/64d5bf21eebac147fcbf58d8/strap_it_multi_solid_back_pack.jpg,https://www.ajio.com/strap-it-solid-back-pack/p/464147285_multi?
Strap It,Solid Back Pack,"₹3,500",4.5,6,,https://www.ajio.com/strap-it-solid-back-pack/p/464147247_black?
UNITED COLORS OF BENETTON,Men Typographic Print Laptop Backpack with Adjustable Straps,"₹3,149",3.8,6,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240227/9Ixs/65dcfa4516fd2c6e6a204dd0/united_colors_of_benetton_navy_blue_men_typographic_print_laptop_backpack_with_adjustable_straps.jpg,https://www.ajio.com/united-colors-of-benetton-men-typographic-print-laptop-backpack-with-adjustable-straps/p/467110757_navy?
Strap It,Textured Back Pack,"₹3,000",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230811/ANBI/64d5bf16a9b42d15c9a3bc8c/strap_it_blue_textured_back_pack.jpg,https://www.ajio.com/strap-it-textured-back-pack/p/464170593_blue?
Deuter,Textured Back Pack with Padded Straps,"₹5,999",,,,https://www.ajio.com/deuter--textured-back-pack-with-padded-straps/p/467124718_purple?
Strap It,Solid Back Pack,"₹3,500",4.8,4,,https://www.ajio.com/strap-it-solid-back-pack/p/464147256_blue?
MATRICE,Solid Laptop BackPack,"₹1,435",3.6,5,,https://www.ajio.com/matrice-solid-laptop-backpack/p/464624458_black?
SPYKAR,Quilted Backpack with Adjustable Straps,"₹1,250",1.7,3,,https://www.ajio.com/spykar-quilted-backpack-with-adjustable-straps-/p/465366087_blue?
HIDESIGN,Textured Genuine Leather Messenger Bag,"₹8,898",3.7,18,,https://www.ajio.com/hidesign-textured-genuine-leather-messenger-bag/p/465061017_black?
REDHORNS,Men Geometric Print Backpack with Adjustable Strap,"₹1,600",3.7,3,,https://www.ajio.com/redhorns-men-geometric-print-backpack-with-adjustable-strap/p/466817258_black?
Harp,"14"" Laptop Backpack with Detachable Sling Strap","₹3,999",,,,https://www.ajio.com/harp-14-laptop-backpack-with-detachable-sling-strap/p/460218884_black?
Reebok,Camouflage Print Backpack,"₹1,259",3.8,6,,https://www.ajio.com/reebok-camouflage-print-backpack/p/460847916_green?
BAD HABIT,Textured Backpack with Padded Straps,"₹1,899",,,,https://www.ajio.com/bad-habit-textured-backpack-with-padded-straps/p/460187252_white?
HIDESIGN,Men Backpack with Snap-Button Closure,"₹6,252",,,,https://www.ajio.com/hidesign-men-backpack-with-snap-button-closure-/p/466820347_nude?
Lunar's,Panelled Backpack with Adjustable Shoulder Straps,₹850,3.6,13,,https://www.ajio.com/lunar-s-panelled-backpack-with-adjustable-shoulder-straps/p/460523009_navyblue?
Pazzo,Men Colourblock Backpack with Adjustable Straps,₹810,,,,https://www.ajio.com/pazzo-men-colourblock-backpack-with-adjustable-straps/p/466884914_navy?
BAD HABIT,Panelled Backpack with Front Zip Pockets,"₹3,324",,,,https://www.ajio.com/bad-habit-panelled-backpack-with-front-zip-pockets/p/460143425_black?
UNITED COLORS OF BENETTON,Men Typographic Print Backpack with Adjustable Straps,"₹2,699",,,,https://www.ajio.com/united-colors-of-benetton-men-typographic-print-backpack-with-adjustable-straps/p/466903493_grey?
Pazzo,Backpack with Signature Branding,₹799,,,,https://www.ajio.com/pazzo-backpack-with-signature-branding/p/460312254_grey?
UNITED COLORS OF BENETTON,Men Colourblock Backpack with Adjustable Shoulder Straps,"₹2,429",,,,https://www.ajio.com/united-colors-of-benetton-men-colourblock-backpack-with-adjustable-shoulder-straps/p/466943151_red?
BAD HABIT,Camouflage Print Back Pack,"₹1,804",2.3,4,,https://www.ajio.com/bad-habit-camouflage-print-back-pack/p/461911146_grey?
VENEER,Men Colourblock Backpack with Zip Closure,"₹4,050",,,,https://www.ajio.com/veneer-men-colourblock-backpack-with-zip-closure/p/466951279_navy?
The Vertical,Men Laptop Back Pack with Adjustable Strap,"₹2,199",,,,https://www.ajio.com/the-vertical-men-laptop-back-pack-with-adjustable-strap/p/466958782_black?
VENEER,Backpack with Adjustable Shoulder Strap,"₹1,350",1,2,,https://www.ajio.com/veneer-backpack-with-adjustable-shoulder-strap/p/466951297_black?
BAD HABIT,Camouflage Print Back Pack,"₹1,804",2.7,17,,https://www.ajio.com/bad-habit-camouflage-print-back-pack/p/463044870_black?
MaheTri,Men Strappy Backpack with Padded Laptop Sleeve,"₹4,583",4.5,2,,https://www.ajio.com/mahetri-men-strappy-backpack-with-padded-laptop-sleeve/p/467048931_brown?
CAT,Men Typographic Print Back Pack,"₹3,500",,,,https://www.ajio.com/cat-men-typographic-print-back-pack/p/467049874_black?
UNITED COLORS OF BENETTON,Men Laptop Backpack with Adjustable Strap,"₹2,969",2,5,,https://www.ajio.com/united-colors-of-benetton-men-laptop-backpack-with-adjustable-strap/p/466694881_navy?
Tatonka,Travel Backpack with Brand Print,"₹16,790",,,,https://www.ajio.com/tatonka-travel-backpack-with-brand-print/p/466853063_black?
French Accent,Solid Back Pack,"₹4,469",,,,https://www.ajio.com/french-accent-solid-back-pack/p/466492710_brown?
Art N Vintage,Men Coloublock Genuine Leather Backpack,"₹13,949",,,,https://www.ajio.com/art-n-vintage-men-coloublock-genuine-leather-backpack/p/466689281_black?
ABELARDO DE MODA,Men Logo Pattern Everyday Backpack,"₹7,199",,,,https://www.ajio.com/abelardo-de-moda-men-logo-pattern-everyday-backpack/p/700286625_black?
Hummel,Men Back Pack with Adjustable Straps,"₹1,288",,,,https://www.ajio.com/hummel-men-back-pack-with-adjustable-straps/p/700287951_black?
Travel Blue,Laptop Backpack with Adjustable Straps,"₹4,049",,,,https://www.ajio.com/travel-blue-laptop-backpack-with-adjustable-straps/p/700291330_grey?
Travel Blue,Men Logo Pattern Laptop Back Pack,"₹2,699",,,,https://www.ajio.com/travel-blue-men-logo-pattern-laptop-back-pack/p/700295709_navy?
MaheTri,Men Travel Backpack with Zip Closure,"₹4,167",,,,https://www.ajio.com/mahetri-men-travel-backpack-with-zip-closure/p/700233262_brown?
VENEER,Men Backpack with Zip Closure & Adjustable Strap,"₹2,700",,,,https://www.ajio.com/veneer-men-backpack-with-zip-closure--adjustable-strap/p/466951290_grey?
VENEER,Men Backpack with Adjustable Shoulder Strap,"₹2,160",3,7,,https://www.ajio.com/veneer-men-backpack-with-adjustable-shoulder-strap/p/466951294_cream?
Strap It,14' Colourblock Back Pack,"₹3,500",4,3,,https://www.ajio.com/strap-it-14-colourblock-back-pack/p/464135620_blue?
Strap It,Solid Back Pack,"₹3,500",4,2,,https://www.ajio.com/strap-it-solid-back-pack/p/464147309_multi?
Strap It,Solid Canvas Back Pack,"₹3,500",,,,https://www.ajio.com/strap-it-solid-canvas-back-pack/p/464147244_grey?
Strap It,Solid Back Pack,"₹2,500",,,,https://www.ajio.com/strap-it-solid-back-pack/p/464147308_olive?
UNITED COLORS OF BENETTON,"Men 14"" Everyday Backpack with Brand Embroidery","₹2,249",,,,https://www.ajio.com/united-colors-of-benetton-men-14-everyday-backpack-with-brand-embroidery/p/467070944_grey?
UNITED COLORS OF BENETTON,Men Laptop Backpack with Adjustable Straps,"₹2,699",,,,https://www.ajio.com/united-colors-of-benetton-men-laptop-backpack-with-adjustable-straps--/p/467066657_green?
ZIPLINE,Solid Everyday Backpack,₹833,3.5,20,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230621/ypyf/64929cdbd55b7d0c6392ab38/zipline_navy_solid_everyday_backpack.jpg,https://www.ajio.com/zipline-solid-everyday-backpack/p/463937282_navy?
EUME,Striped Everyday Backpack,"₹3,999",,,https://assets-jiocdn.ajio.com/medias/sys_master/root/20230621/YuYg/64924bcb42f9e729d760ed92/eume_grey_striped_everyday_backpack.jpg,https://www.ajio.com/eume-striped-everyday-backpack/p/463554055_grey?
UNITED COLORS OF BENETTON,Men Back Pack with Adjustable Straps,"₹2,699",3.3,14,,https://www.ajio.com/united-colors-of-benetton-men-back-pack-with-adjustable-straps/p/467131251_black?
VENEER,Back Pack with Adjustable Shoulder Strap,"₹2,160",2.9,7,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240311/PPp0/65ee327305ac7d77bba66307/veneer_black_back_pack_with_adjustable_shoulder_strap.jpg,https://www.ajio.com/veneer-back-pack-with-adjustable-shoulder-strap/p/467123129_black?
VENEER,Men Back Pack with Adjustable Strap,"₹1,188",3,3,https://assets-jiocdn.ajio.com/medias/sys_master/root/20240229/0IfU/65e0b1cb05ac7d77bb8aaa47/veneer_tan_men_back_pack_with_adjustable_strap.jpg,https://www.ajio.com/veneer-men-back-pack-with-adjustable-strap/p/467123066_tan?
UNITED COLORS OF BENETTON,"Men Typographic Print 18"" Laptop Backpack","₹2,699",,,,https://www.ajio.com/united-colors-of-benetton-men-typographic-print-18-laptop-backpack-/p/467066991_wine?
GIOIA,Men Back Pack with Adjustable Straps,"₹16,490",,,,https://www.ajio.com/gioia-men-back-pack-with-adjustable-straps/p/467176756_olive?
TEAKWOOD LEATHERS,Solid Back Pack,"₹4,350",3,2,,https://www.ajio.com/teakwood-leathers-solid-back-pack/p/464525523_black?
Deuter,Men Typographic Print Backpack with Zip Closure,"₹6,999",,,,https://www.ajio.com/deuter-men-typographic-print-backpack-with-zip-closure/p/467123868_orange?
Strap It,Solid Back Pack,"₹3,500",,,,https://www.ajio.com/strap-it-solid-back-pack/p/464147272_blue?
French Accent,Solid Back Pack,"₹2,241",1.5,2,,https://www.ajio.com/french-accent-solid-back-pack/p/466492553_black?
MaheTri,Men Trekking Back Pack with Side Zip Pockets,"₹5,600",,,,https://www.ajio.com/mahetri-men-trekking-back-pack-with-side-zip-pockets/p/700232657_brown?
F-GEAR,Men Amalfi Laptop Backpack,"₹7,745",,,,https://www.ajio.com/f-gear-men-amalfi-laptop-backpack/p/469808687_grey?
Sassora,Men Leather Back Pack with Zip Closure,"₹3,108",,,,https://www.ajio.com/sassora-men-leather-back-pack-with-zip-closure/p/700884328_black?
F-GEAR,Men Berlin Laptop Backpack,"₹3,998",,,,https://www.ajio.com/f-gear-men-berlin-laptop-backpack/p/469808677_black?
Hummel,Men Back Pack with Adjustable Straps,"₹1,709",,,,https://www.ajio.com/hummel-men-back-pack-with-adjustable-straps/p/700289151_navy?
French Accent,Men Laptop Back Pack with Zip-Closure,"₹3,489",,,,https://www.ajio.com/french-accent-men-laptop-back-pack-with-zip-closure/p/700353314_grey?
F-GEAR,Men Backpack with Padded Shoulder Straps,"₹1,598",,,,https://www.ajio.com/f-gear-men-backpack-with-padded-shoulder-straps/p/469736547_lightgreymelange?
Wiki,Men Printed Laptop Backpack with Shoulder Strap,"₹1,503",,,,https://www.ajio.com/wiki-men-printed-laptop-backpack-with-shoulder-strap/p/702949477_black?
Citizen,Unisex Shoulder strap Backpack,"₹1,239",,,,https://www.ajio.com/citizen-unisex-shoulder-strap-backpack/p/703108680_navy?
Carriall,Men Colourblock Backpack with Front Pocket,"₹5,014",,,,https://www.ajio.com/carriall-men-colourblock-backpack-with-front-pocket/p/702755910_navy?
STRUTT,Men Typographic Print Backpack,"₹1,499",,,,https://www.ajio.com/strutt-men-typographic-print-backpack-/p/702721255_white?
Kaban,Men Backpack with Padded Straps,"₹2,474",,,,https://www.ajio.com/kaban-men-backpack-with-padded-straps/p/702872954_peach?
TIMUS,Water Resistant Laptop Backpack,"₹4,795",,,,https://www.ajio.com/timus-water-resistant-laptop-backpack/p/703246516_black?
TIMUS,Water Resistant Laptop Backpack,"₹5,297",,,,https://www.ajio.com/timus-water-resistant-laptop-backpack/p/703245770_black?
TIMUS,Men Quilted Water-Resistant Laptop Backpack with USB Charging Port,"₹5,040",,,,https://www.ajio.com/timus-men-quilted-water-resistant-laptop-backpack-with-usb-charging-port/p/703251954_black?
Urban Jungle,Men Padded Bag,"₹3,323",,,,https://www.ajio.com/urban-jungle-men-padded-bag/p/703322190_grey?
Sassora,Men 2 Compartments Bag with Zipper Closure,"₹5,344",,,,https://www.ajio.com/sassora-men-2-compartments-bag-with-zipper-closure/p/703416716_brown?
Urban Jungle,Men Padded Laptop Backpack,"₹4,549",,,,https://www.ajio.com/urban-jungle-men-padded-laptop-backpack/p/703319414_olive?
GUESS,Backpack with Brand Applique,"₹11,200",,,,https://www.ajio.com/guess-backpack-with-brand-applique/p/703363992_grey?
GUESS,Printed Backpack,"₹8,400",,,,https://www.ajio.com/guess-printed-backpack-/p/703363902_black?
Urban Jungle,Men Padded Laptop Bag,"₹5,223",,,,https://www.ajio.com/urban-jungle-men-padded-laptop-bag/p/703380007_grey?
Citizen,Unisex Shoulder strap Backpack,₹959,,,,https://www.ajio.com/citizen-unisex-shoulder-strap-backpack/p/703108624_grey?
Decathlon,Newfeel - Unisex Urban Walking Water Resistant Backpack 27 L,"₹5,199",,,,https://www.ajio.com/decathlon-newfeel--unisex-urban-walking-water-resistant-backpack-27-l/p/703117285_white?
Citizen,Unisex Shoulder strap Backpack,"₹2,399",,,,https://www.ajio.com/citizen-unisex-shoulder-strap-backpack/p/703108690_orange?
TIMUS,Water Resistant Laptop Backpack,"₹4,795",,,,https://www.ajio.com/timus-water-resistant-laptop-backpack/p/703246471_black?
TIMUS,Water Resistant Laptop Backpack,"₹4,747",,,,https://www.ajio.com/timus-water-resistant-laptop-backpack/p/703245802_black?
EUME,Unisex Nylon Laptop Backpack,"₹3,999",,,,https://www.ajio.com/eume-unisex-nylon-laptop-backpack/p/703485996_grey?
Urban Jungle,Men Padded Laptop Bag,"₹5,525",,,,https://www.ajio.com/urban-jungle-men-padded-laptop-bag/p/703379848_red?
TEAKWOOD LEATHERS,Unisex Everyday Back Pack,"₹2,350",,,,https://www.ajio.com/teakwood-leathers-unisex-everyday-back-pack/p/703514148_grey?
TEAKWOOD LEATHERS,Unisex Everyday Back Pack,"₹2,350",,,,https://www.ajio.com/teakwood-leathers-unisex-everyday-back-pack/p/703514148_black?
TEAKWOOD LEATHERS,Unisex Everyday Back Pack,"₹1,798",,,,https://www.ajio.com/teakwood-leathers-unisex-everyday-back-pack/p/703514059_grey?
TEAKWOOD LEATHERS,Men Back Pack,"₹3,656",,,,https://www.ajio.com/teakwood-leathers-men-back-pack/p/703542068_navy?
Wiki,Men Graphic Everyday Backpack,"₹1,554",,,,https://www.ajio.com/wiki-men-graphic-everyday-backpack/p/703500750_navy?
Wiki,Men Printed Everyday Backpack,"₹1,499",,,,https://www.ajio.com/wiki-men-printed-everyday-backpack/p/703574091_metallic?
HIDESIGN,Men Vendome Laptop Backpack,"₹15,995",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260615/eg7Y/6a2fe28bade02f052a279d59/hidesign_brown_men_vendome_laptop_backpack.jpg,https://www.ajio.com/hidesign-men-vendome-laptop-backpack/p/703578061_brown?
Wiki,Men Printed Everyday Backpack,"₹1,499",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260615/ZqVB/6a2fdda8afd8cf5e736d2973/wiki_lime_men_printed_everyday_backpack.jpg,https://www.ajio.com/wiki-men-printed-everyday-backpack/p/703574091_lime?
Urban Jungle,Men Padded Laptop Backpack,"₹5,543",,,,https://www.ajio.com/urban-jungle-men-padded-laptop-backpack/p/703319429_blue?
Urban Jungle,Men Padded Laptop Backpack,"₹3,323",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260413/cS4u/69dcd1e914d0c21719691fe3/urban_jungle_blue_men_padded_laptop_backpack.jpg,https://www.ajio.com/urban-jungle-men-padded-laptop-backpack/p/703319346_blue?
Urban Jungle,Men Padded Laptop Bag,"₹3,818",,,https://assets-jiocdn.ajio.com/medias/sys_master/root1/20260427/9DlC/69ef5639fcb5bb61d2854267/urban_jungle_olive_men_padded_laptop_bag.jpg,https://www.ajio.com/urban-jungle-men-padded-laptop-bag/p/703380426_olive?
Sassora,Men 2 Compartments Bag with Zipper Closure,"₹4,990",,,,https://www.ajio.com/sassora-men-2-compartments-bag-with-zipper-closure/p/703416843_navy?
Sassora,Men 2 Compartments Bag with Zipper Closure,"₹4,935",,,,https://www.ajio.com/sassora-men-2-compartments-bag-with-zipper-closure/p/703417283_green?
Sassora,Men 2 Compartments Bag with Zipper Closure,"₹5,344",,,,https://www.ajio.com/sassora-men-2-compartments-bag-with-zipper-closure/p/703417256_coffee?
EUME,Unisex Nylon Laptop Backpack,"₹8,998",,,,https://www.ajio.com/eume-unisex-nylon-laptop-backpack/p/703485952_brown?
EUME,Unisex Nylon Laptop Backpack,"₹4,749",,,,https://www.ajio.com/eume-unisex-nylon-laptop-backpack/p/703486697_black?
TEAKWOOD LEATHERS,Men Everyday Backpack,"₹1,300",,,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack/p/703539583_grey?
TEAKWOOD LEATHERS,Men Everyday Backpack,"₹1,260",,,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack/p/703539676_black?
TEAKWOOD LEATHERS,Men Everyday Backpack,"₹1,198",,,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack/p/703515023_white?
Wiki,Men Printed Everyday Backpack,"₹1,554",,,,https://www.ajio.com/wiki-men-printed-everyday-backpack/p/703500750_blue?
TEAKWOOD LEATHERS,Men Everyday Backpack,"₹1,798",,,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack/p/703514059_black?
TEAKWOOD LEATHERS,Men Everyday Backpack,"₹1,198",,,,https://www.ajio.com/teakwood-leathers-men-everyday-backpack/p/703515023_black?
EUME,Unisex 2 Compartments Laptop Backpack,"₹3,999",,,,https://www.ajio.com/eume-unisex-2-compartments-laptop-backpack/p/703485996_blue?
